Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
5810	0	0	0	Fw		VM/DS																					0																																	
5811	La	LE	LE	Da		VM/DS										LE													LA								LE				LÀ																			
5812	terre	TERRE	TERRE	Nc		VM/DS																							TERRE																															
5813	pain	PAIN	PAIN	Nc		VM/DS																							PAIN																															
5814	0	0	0	Fw		VM/DS																					0																																	
5815	Arbres	ARBRE	ARBRE	Nc		VM/DS																							ARBRE																															
5816	fruit	FRUIT	FRUIT	Nc		VM/DS																							FRUIT																															
5817	0	0	0	Fw		VM/DS																					0																																	
5818	Chievres	CHÈVRE	CHÈVRE	Nc		VM/DS																							CHÈVRE																															
5819	laict	LAIT	LAIT	Nc		VM/DS																							LAIT																															
5820	.	.	.	Fs		VM/DS																				.																																		
5821	De	DE	DE	S		VM/DS													UN	DU																						DE																		
5822	quelque	QUELQUE	QUELQUE	Di		VM/DS					QUELQUE							QUELQUE																																										
5823	tronche	TRONCHE	TRONCHE	Nc		VM/DS																							TRONCHE																															
5824	0	0	0	Fw		VM/DS																					0																																	
5825	ou	OU	OU	Cc		VM/DS							OU																									OU			OU																			
5826	lieu	LIEU	LIEU	Nc		VM/DS																							LIEU																															
5827	0	0	0	Fw		VM/DS																					0																																	
5828	peult	POUVOIR	POUVOIR	Vvc		VM/DS																																													POUVOIR									
5829	estre	ÊTRE	ÊTRE	Vun		VM/DS																																										ÊTRE	ÊTRE	ÊTRE										
5830	0	0	0	Fw		VM/DS																					0																																	
5831	laid	LAID	LAID	Aq		VM/DS					LAID																																																	
5832	Luy	LE	LE	Pp		VM/DS																															LE																							
5833	sort	SORTIR	SORTIR	Vvc		VM/DS																																													SORTIR									
5834	le	LE	LE	Da		VM/DS										LE																					LE																							
5835	miel	MIEL	MIEL	Nc		VM/DS																							MIEL																															
5836	tresnet	TRÈS NET	TRÈS NET	E		VM/DS					NET													TRÈS NET					NET																															
5837	0	0	0	Fw		VM/DS																					0																																	
5838	&	ET	ET	Cc		VM/DS							ET																																															
5839	copieux	COPIEUX	COPIEUX	Aq		VM/DS					COPIEUX																																																	
5840	0	0	0	Fw		VM/DS																					0																																	
5841	A	À	À	S		VM/DS																																				À																		
5842	savourer	SAVOURER	SAVOURER	Vvn		VM/DS																																														SAVOURER								
5843	doux	DOUX	DOUX	Aq		VM/DS					DOUX																																																	
5844	0	0	0	Fw		VM/DS																					0																																	
5845	&	ET	ET	Cc		VM/DS							ET																																															
5846	delicieux	DÉLICIEUX	DÉLICIEUX	Aq		VM/DS					DÉLICIEUX																																																	
5847	.	.	.	Fs		VM/DS																				.																																		
5848	Il	IL	IL	Pp		VM/DS																															IL																							
5849	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
5850	tousjours	TOUJOURS	TOUJOURS	R		VM/DS																																			TOUJOURS																			
5851	au	A+LE	A+LE	S+Da		VM/DS																																				À+LE		A+LE																
5852	coeur	CUR	CUR	Nc		VM/DS																							CUR																															
5853	les	LE	LE	Da		VM/DS										LE																					LE																							
5854	buissons	BUISSON	BUISSON	Nc		VM/DS																							BUISSON																															
5855	verts	VERT	VERT	Aq		VM/DS					VERT																		VERT																															
5856	0	0	0	Fw		VM/DS																					0																																	
5857	Les	LE	LE	Da		VM/DS										LE																					LE																							
5858	Papillons	PAPILLON	PAPILLON	Nc		VM/DS																							PAPILLON																															
5859	coulourez	COLORER	COLORER	PAGe		VM/DS																							COULURE					COLORER																	COLORER/COULER									
5860	0	0	0	Fw		VM/DS																					0																																	
5861	&	ET	ET	Cc		VM/DS							ET																																															
5862	divers	DIVERS	DIVERS	Aq		VM/DS					DIVERS																																																	
5863	:	:	:	Fw		VM/DS																					:																																	
5864	Ruisseaux	RUISSEAU	RUISSEAU	Nc		VM/DS																							RUISSEAU																															
5865	bruyans	BRUIRE	BRUIRE	PAGa		VM/DS					BRUYANT																						BRUIRE																											
5866	0	0	0	Fw		VM/DS																					0																																	
5867	argentins	ARGENTIN	ARGENTIN	Aq		VM/DS					ARGENTIN																		ARGENTIN																															
5868	0	0	0	Fw		VM/DS																					0																																	
5869	&	ET	ET	Cc		VM/DS							ET																																															
5870	fluides	FLUIDE	FLUIDE	Aq		VM/DS					FLUIDE																		FLUIDE																															
5871	:	:	:	Fw		VM/DS																					:																																	
5872	Les	LE	LE	Da		VM/DS										LE																					LE																							
5873	Rocz	ROC	ROC	Nc		VM/DS																							ROC																															
5874	moussuz	MOUSSU	MOUSSU	Aq		VM/DS					MOUSSU																																								MOUSSER									
5875	:	:	:	Fw		VM/DS																					:																																	
5876	les	LE	LE	Da		VM/DS										LE																					LE																							
5877	cavernes	CAVERNE	CAVERNE	Nc		VM/DS																							CAVERNE																															
5878	humides	HUMIDE	HUMIDE	Aq		VM/DS					HUMIDE																																																	
5879	:	:	:	Fw		VM/DS																					:																																	
5880	Les	LE	LE	Da		VM/DS										LE																					LE																							
5881	boys	BOIS	BOIS	Nc		VM/DS																							BOIS																															
5882	flouris	FLEURIR	FLEURIR	PAGe		VM/DS																												FLEURIR																	FLORIR/FLEURIR/FLORIR	FLORIR/FLEURIR								
5883	:	:	:	Fw		VM/DS																					:																																	
5884	les	LE	LE	Da		VM/DS										LE																					LE																							
5885	poingnans	POINDRE	POINDRE	PAGa		VM/DS					POIGNANT																						POINDRE								POINT																			
5886	Esglantiers	ÉGLANTIER	ÉGLANTIER	Nc		VM/DS																							ÉGLANTIER																															
5887	0	0	0	Fw		VM/DS																					0																																	
5888	Les	LE	LE	Da		VM/DS										LE																					LE																							
5889	Haultbepins	AUBÉPINES	AUBÉPINES	Nc		VM/DS																							AUBÉPINES																															
5890	parfumans	PARFUMER	PARFUMER	PAGa		VM/DS																											PARFUMER																											
5891	les	LE	LE	Da		VM/DS										LE																					LE																							
5892	sentiers	SENTIER	SENTIER	Nc		VM/DS																							SENTIER																															
5893	:	:	:	Fw		VM/DS																					:																																	
5894	Les	LE	LE	Da		VM/DS										LE																					LE																							
5895	vents	VENT	VENT	Nc		VM/DS																							VENT																															
5896	souefz	SUAVE	SUAVE	Aq		VM/DS					SUAVE																																						ÊTRE		SOÛLER/ÊTRE/SAVOIR/SONNER									
5897	0	0	0	Fw		VM/DS																					0																																	
5898	&	ET	ET	Cc		VM/DS							ET																																															
5899	les	LE	LE	Da		VM/DS										LE																					LE																							
5900	fontaines	FONTAINE	FONTAINE	Nc		VM/DS																							FONTAINE																															
5901	froides	FROID	FROID	Aq		VM/DS					FROID																																																	
5902	:	:	:	Fw		VM/DS																					:																																	
5903	Combes	COMBE	COMBE	Nc		VM/DS																							COMBE																															
5904	aussi	AUSSI	AUSSI	R		VM/DS																																			AUSSI																			
5905	profondes	PROFOND	PROFOND	Aq		VM/DS					PROFOND																																																	
5906	&	ET	ET	Cc		VM/DS							ET																																															
5907	tresroides	TRÈS RAIDE	TRÈS RAIDE	E		VM/DS					ROIDE/RAIDE													TRÈS RAIDE																																				
5908	.	.	.	Fs		VM/DS																				.																																		
5909	Et	ET	ET	Cc		VM/DS							ET																																															
5910	n'	NE	NE	R		VM/DS																																			NE																			
5911	ha	AVOIR	AVOIR	Vuc		VM/DS																																			HA								AVOIR											
5912	soucy	SOUCI	SOUCI	Nc		VM/DS																							SOUCI																															
5913	en	EN	EN	S		VM/DS																															EN					EN													EN					
5914	son	SON	SON	Ds		VM/DS																SON																																						
5915	contentement	CONTENTEMENT	CONTENTEMENT	Nc		VM/DS																							CONTENTEMENT																															
5916	0	0	0	Fw		VM/DS																					0																																	
5917	Qu'	QUE	QUE	R		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
5918	à	À	À	S		VM/DS																																				À																		
5919	cueillir	CUEILLIR	CUEILLIR	Vvn		VM/DS																																														CUEILLIR								
5920	fleurs	FLEUR	FLEUR	Nc		VM/DS																							FLEUR																															
5921	pour	POUR	POUR	S		VM/DS																																				POUR																		
5922	son	SON	SON	Ds		VM/DS																SON																																						
