	Mot n°	form	Variante de lemme	lemma	pos	Constellation	Mode Validation	#	A	Ai	Ao	Aq	C	Cc	Cs	D	Da	Dd	Di	Dn	Dp	Dr	Ds	Dt	E	F	Fs	Fw	I	Nc	Np	OUT	P	PAGa	PAGe	Pd	Pi	Pp	Pr	Ps	Pt	R	S	S+D	S+Da	S+Dr	S+Pr	V	Vu	Vuc	Vun	Vvc	Vvn	X	Xe	Xp	Xs	Z	Zc	Zo	Inconnu
4798	4799	Ou	OU	OU	CONcoo		VM/DS							OU																									OU			OU																			
4799	4800	ses	SON	SON	DETpos		VM/DS																SON																																						
4800	4801	prochains	PROCHAIN	PROCHAIN	Aq		VM/DS					PROCHAIN																		PROCHAIN																															
4801	4802	il	IL	IL	PROper		VM/DS																															IL																							
4802	4803	craint	CRAINDRE	CRAINDRE	Vvc		VM/DS																																													CRAINDRE									
4803	4804	0	0	0	PONfbl		VM/DS																					0																																	
4804	4805	comme	COMME	COMME	S		VM/DS							COMME	COMME																											COMME	COMME																		
4805	4806	ennemys	ENNEMI	ENNEMI	NOMcom		VM/DS																							ENNEMI																															
4806	4807	.	.	.	PONfrt		VM/DS																				.																																		
4807	4808	*ANTIRE	ANTIRE	ANTIRE	NOMpro		VM/DS																								ANTIRE																														
4808	4809	Aussi	AUSSI	AUSSI	R		VM/DS																																			AUSSI																			
4809	4810	alors	ALORS	ALORS	R		VM/DS																																			ALORS																			
4810	4811	qu'	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE			QUE																			
4811	4812	il	IL	IL	PROper		VM/DS																															IL																							
4812	4813	neige	NEIGER	NEIGER	Vvc		VM/DS																							NEIGE																						NEIGER									
4813	4814	0	0	0	PONfbl		VM/DS																					0																																	
4814	4815	pleut	PLEUVOIR	PLEUVOIR	Vvc		VM/DS																																													PLEUVOIR									
4815	4816	0	0	0	PONfbl		VM/DS																					0																																	
4816	4817	ou	OU	OU	CONcoo		VM/DS							OU																									OU			OU																			
4817	4818	gresle	GRÊLER	GRÊLER	Vvc		VM/DS					GRÊLE																		GRÊLE																						GRÊLER									
4818	4819	0	0	0	PONfbl		VM/DS																					0																																	
4819	4820	Ou	OU	OU	CONcoo		VM/DS							OU																									OU			OU																			
4820	4821	que	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
4821	4822	la	LE	LE	DETdef		VM/DS										LE																					LE																							
4822	4823	Bise	BISE	BISE	NOMcom		VM/DS																							BISE																															
4823	4824	avec	AVEC	AVEC	S		VM/DS																																				AVEC																		
4824	4825	Auster	AUSTER	AUSTER	NOMcom		VM/DS																							AUSTER	AUSTER																	ENTER					ÔTER/HÂTER		_MOT_ETRANGER						
4825	4826	se	LE	LE	PROper		VM/DS																															LE																							
4826	4827	mesle	MÊLER	MÊLER	Vvc		VM/DS																																													MÊLER									
4827	4828	0	0	0	PONfbl		VM/DS																					0																																	
4828	4829	Et	ET	ET	CONcoo		VM/DS							ET																																															
4829	4830	que	QUE	QUE	CONsub		VM/DS								QUE																						QUE		QUE		QUE	QUE																			
4830	4831	l'	LE	LE	DETdef		VM/DS										LE																					LE																							
4831	4832	Automne	AUTOMNE	AUTOMNE	NOMcom		VM/DS																							AUTOMNE																															
4832	4833	0	0	0	PONfbl		VM/DS																					0																																	
4833	4834	&	ET	ET	CONcoo		VM/DS							ET																																															
4834	4835	l'	LE	LE	DETdef		VM/DS										LE																					LE																							
4835	4836	Yver	HIVER	HIVER	NOMcom		VM/DS																							HIVER																															
4836	4837	pluvieux	PLUVIEUX	PLUVIEUX	Aq		VM/DS					PLUVIEUX																																																	
4837	4838	Rendent	RENDRE	RENDRE	Vvc		VM/DS																																													RENDRE									
4838	4839	le	LE	LE	DETdef		VM/DS										LE																					LE																							
4839	4840	temps	TEMPS	TEMPS	NOMcom		VM/DS																							TEMPS																															
4840	4841	longuement	LONGUEMENT	LONGUEMENT	R		VM/DS																							LOGEMENT												LONGUEMENT																			
4841	4842	ennuyeux	ENNUYEUX	ENNUYEUX	Aq		VM/DS					ENNUYEUX																																																	
4842	4843	0	0	0	PONfbl		VM/DS																					0																																	
4843	4844	Tu	IL	IL	PROper		VM/DS																												TAIRE			IL																							
4844	4845	n'	NE	NE	R		VM/DS																																			NE																			
4845	4846	as	AVOIR	AVOIR	Vuc		VM/DS																																										AVOIR	AVOIR											
4846	4847	icy	ICI	ICI	R		VM/DS																																			ICI																			
4847	4848	esbat	ÉBAT	ÉBAT	NOMcom		VM/DS																							ÉBAT																															
4848	4849	0	0	0	PONfbl		VM/DS																					0																																	
4849	4850	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4850	4851	te	LE	LE	PROper		VM/DS																															LE																							
4851	4852	detienne	DÉTENIR	DÉTENIR	Vvc		VM/DS																																													DÉTENIR									
4852	4853	0	0	0	PONfbl		VM/DS																					0																																	
4853	4854	Ny	NI	NI	CONcoo		VM/DS							NI																																															
4854	4855	ame	ÂME	ÂME	NOMcom		VM/DS																							ÂME																															
4855	4856	avec	AVEC	AVEC	S		VM/DS																																				AVEC																		
4856	4857	0	0	0	PONfbl		VM/DS																					0																																	
4857	4858	qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
4858	4859	la	LE	LE	DETdef		VM/DS										LE																					LE																							
4859	4860	voulenté	VOLONTÉ	VOLONTÉ	NOMcom		VM/DS																							VOLONTÉ																															
4860	4861	tienne	TENIR	TENIR	Vvc		VM/DS																																													TENIR									
4861	4862	(	(	(	PONfbl		VM/DS																			(		(																																	
4862	4863	Sans	SANS	SANS	S		VM/DS																																				SANS																		
4863	4864	autrement	AUTREMENT	AUTREMENT	R		VM/DS		AUTRE																																	AUTREMENT																			
4864	4865	au	A+LE	A+LE	S+Da		VM/DS																																				À+LE		A+LE																
4865	4866	besoing	BESOIN	BESOIN	NOMcom		VM/DS																							BESOIN																															
4866	4867	me	LE	LE	PROper		VM/DS																															LE																							
4867	4868	fonder	FONDER	FONDER	Vvn		VM/DS																																														FONDER								
4868	4869	)	)	)	PONfbl		VM/DS																			)		)																																	
4869	4870	Puisse	POUVOIR	POUVOIR	Vvc		VM/DS																																													POUVOIR									
4870	4871	en	EN	EN	S		VM/DS																															EN					EN													EN					
4871	4872	devis	DEVIS	DEVIS	NOMcom		VM/DS																							DEVIS																															
4872	4873	0	0	0	PONfbl		VM/DS																					0																																	
4873	4874	ou	OU	OU	CONcoo		VM/DS							OU																									OU			OU																			
4874	4875	ennuy	ENNUI	ENNUI	NOMcom		VM/DS																							ENNUI																															
4875	4876	seconder	SECONDER	SECONDER	Vvn		VM/DS																																														SECONDER								
4876	4877	Jusqu'	JUSQUE	JUSQUE	S		VM/DS																																				JUSQUE																		
4877	4878	au	A+LE	A+LE	S+Da		VM/DS																																				À+LE		A+LE																
4878	4879	beautemps	BEAU TEMPS	BEAU TEMPS	E		VM/DS																		BEAU TEMPS																																				
4879	4880	.	.	.	PONfrt		VM/DS																				.																																		
4880	4881	A	À	À	S		VM/DS																																				À						AVOIR	AVOIR											
4881	4882	nous	LE	LE	PROper		VM/DS																															LE																							
4882	4883	les	LE	LE	DETdef		VM/DS										LE																					LE																							
4883	4884	jours	JOUR	JOUR	NOMcom		VM/DS																							JOUR																															
4884	4885	&	ET	ET	CONcoo		VM/DS							ET																																															
4885	4886	nuicts	NUIT	NUIT	NOMcom		VM/DS																							NUIT																															
4886	4887	(	(	(	PONfbl		VM/DS																			(		(																																	
4887	4888	Soyent	ÊTRE	ÊTRE	Vuc		VM/DS																																											ÊTRE		SAVOIR									
4888	4889	beaux	BEAU	BEAU	Aq		VM/DS					BEAU																																																	
4889	4890	0	0	0	PONfbl		VM/DS																					0																																	
4890	4891	soyent	ÊTRE	ÊTRE	Vuc		VM/DS																																											ÊTRE		SAVOIR									
4891	4892	laids	LAID	LAID	Aq		VM/DS					LAID																																																	
4892	4893	)	)	)	PONfbl		VM/DS																			)		)																																	
4893	4894	ne	NE	NE	R		VM/DS																																			NE																			
4894	4895	nous	LE	LE	PROper		VM/DS																															LE																							
4895	4896	donnent	DONNER	DONNER	Vvc		VM/DS																																													DONNER									
4896	4897	ennuys	ENNUI	ENNUI	NOMcom		VM/DS																							ENNUI																															
4897	4898	Pour	POUR	POUR	S		VM/DS																																				POUR																		
4898	4899	l'	LE	LE	DETdef		VM/DS										LE																					LE																							
4899	4900	exercice	EXERCICE	EXERCICE	NOMcom		VM/DS																							EXERCICE																															
4900	4901	&	ET	ET	CONcoo		VM/DS							ET																																															
4901	4902	plaisant	PLAIRE	PLAIRE	PAGa		VM/DS					PLAISANT																		PLAISANT				PLAIRE																											
4902	4903	&	ET	ET	CONcoo		VM/DS							ET																																															
4903	4904	utile	UTILE	UTILE	Aq		VM/DS					UTILE																		UTILE																															
4904	4905	0	0	0	PONfbl		VM/DS																					0																																	
4905	4906	Qui	QUI	QUI	PROrel		VM/DS																																QUI		QUI																				
